lat;lng;uf
-26.297070530780275;-48.539178289646316;SC
-26.361564049741048;-48.56462230827282;SC
-26.40526999951078;-48.5911700000953;SC
-26.453444572608817;-48.5933412396065;SC
-26.51024642393321;-48.6325590984236;SC
-26.602484599084903;-48.67275252830643;SC
-26.669643934319993;-48.68691271544935;SC
-26.76567821527732;-48.66900406138831;SC
-26.789776125967364;-48.61658708942258;SC
-26.826709745458288;-48.60583996794014;SC
-26.846915078268125;-48.63251332562942;SC
-26.909908019039733;-48.643293949556096;SC
-26.928252812816936;-48.62618964463633;SC
-26.983143448311466;-48.63343109366997;SC
-27.004182313263073;-48.615036469357506;SC
-27.004299538992427;-48.58174440268198;SC
-27.08018778663694;-48.591304559357866;SC
-27.10718957403958;-48.61162690925437;SC
-27.144538563403955;-48.584817761130694;SC
-27.15656927375295;-48.54901861571648;SC
-27.126965169406958;-48.52526986771011;SC
-27.148297657610783;-48.488719896306065;SC
-27.18574037072142;-48.499413519818006;SC
-27.182595147447955;-48.54237273641263;SC
-27.219353998987742;-48.606099999715184;SC
-27.262093999538365;-48.61663699999747;SC
-27.30774199929374;-48.602109000030225;SC
-27.31981573770605;-48.58450008730915;SC
-27.306988564370727;-48.537976494119846;SC
-27.34394995132908;-48.52575064887327;SC
-27.358147355116216;-48.5368354271132;SC
-27.408262039261558;-48.526270411150506;SC
-27.378282945501496;-48.48347229910729;SC
-27.380419523342255;-48.41674459258877;SC
-27.42632606829335;-48.398887146824336;SC
-27.44371523077325;-48.37043987819777;SC
-27.48187492298922;-48.37765716784395;SC
-27.50400575466182;-48.40364504428328;SC
-27.5493098680559;-48.427845401244156;SC
-27.583874229012395;-48.419562896110676;SC
-27.63634066638855;-48.45609252664866;SC
-27.741810248444153;-48.50760510888864;SC
-27.762806235519236;-48.47757531315011;SC
-27.794323176273508;-48.49418283886689;SC
-27.782256784422998;-48.520760023056596;SC
-27.83033328735121;-48.544764129061264;SC
-27.85356171909791;-48.598003748674046;SC
-27.885898584352105;-48.57301930159946;SC
-27.94630149741613;-48.62183927945915;SC
-28.008271683291525;-48.6302541800863;SC
-28.0288137762347;-48.60100362082039;SC
-28.085963169664467;-48.631634594460934;SC
-28.143095999380762;-48.64033600020622;SC
-28.155894999654436;-48.65363800029343;SC
-28.217696998817416;-48.666583000105334;SC
-28.234263469583368;-48.64533114961284;SC
-28.258417239863604;-48.677622439923596;SC
-28.297258549842127;-48.70078256456367;SC
-28.33808594511015;-48.703637709712496;SC
-28.37841999928338;-48.73621000039111;SC
-28.425591768045535;-48.74352661026472;SC
-28.464802767733488;-48.76652561056841;SC
-28.495972999154503;-48.747112999565104;SC
-28.52774677998974;-48.75858960342737;SC
-28.60692599953512;-48.82720799964943;SC
-28.61311699905019;-48.851433999879134;SC
-28.6735648719212;-48.97749998223827;SC
-28.734662233375275;-49.08187636730048;SC
-28.80148615835941;-49.18541320285698;SC
-28.883595999555666;-49.29160199973239;SC
-28.955725999255435;-49.37683450021194;SC
-29.047096805273327;-49.47054275394481;SC
-29.18843337849745;-49.602671303637635;SC
-29.317873301511554;-49.708636344691456;SC
-29.298820338387827;-49.74209739128156;SC
-29.285871583007065;-49.81573178589315;SC
-29.224379688072077;-49.86952984312768;SC
-29.19885462344206;-49.96273415006095;SC
-29.225409541317163;-50.009932221294946;SC
-29.262280450182516;-50.11548269287192;SC
-29.24322257226379;-50.15185891975324;SC
-29.19782369730575;-50.1456157901365;SC
-29.211039129552148;-50.10776517062601;SC
-29.162834510104517;-50.01797265141664;SC
-29.117251046598483;-49.991801704485;SC
-29.08492497590686;-49.956155135351196;SC
-29.061400259814036;-49.95111191897985;SC
-29.021746294555783;-49.96599112129314;SC
-28.965821641955188;-49.9336566985977;SC
-28.961813106389684;-49.95424038878281;SC
-28.925527878308912;-49.965086495945;SC
-28.89796719463027;-49.94959598486679;SC
-28.85354822547015;-49.962120273731614;SC
-28.772180410397596;-49.9613328507304;SC
-28.70101519169765;-49.86937771381042;SC
-28.70630026544484;-49.84245493274892;SC
-28.666541773783763;-49.83917666197328;SC
-28.629480248214804;-49.77890392847348;SC
-28.621372566790455;-49.691391423575226;SC
-28.582227199625436;-49.707968335470184;SC
-28.53539113429332;-49.746720108046475;SC
-28.518930325773795;-49.72686786166241;SC
-28.493972536403362;-49.74826153793953;SC
-28.49642022031685;-49.79092625804026;SC
-28.469868787314567;-49.817265499603025;SC
-28.49648708131366;-49.83934334771726;SC
-28.464710947851927;-49.90041889881303;SC
-28.440210697565533;-49.970772883162;SC
-28.47427412624984;-50.02717695715074;SC
-28.48438035307072;-50.09717708435488;SC
-28.449526528226613;-50.14727806642958;SC
-28.464702900718237;-50.15915165982119;SC
-28.44483379654241;-50.19908634845615;SC
-28.463272127006974;-50.222648680492114;SC
-28.43202567354598;-50.2424107644452;SC
-28.457071905843748;-50.2729133445751;SC
-28.43927063353283;-50.30133154711319;SC
-28.44096577465075;-50.34044694167295;SC
-28.42122839687289;-50.36839862269824;SC
-28.43354103928749;-50.42878056537069;SC
-28.414902213965945;-50.470440383916525;SC
-28.407810639649256;-50.531593952099115;SC
-28.427502124123635;-50.54423833013476;SC
-28.381576646644817;-50.59317629994621;SC
-28.33792459864128;-50.665230633386955;SC
-28.312796228562945;-50.664907682343596;SC
-28.270543158739713;-50.695363506720355;SC
-28.24461706932226;-50.75387610509807;SC
-28.19501206515457;-50.7611951962013;SC
-28.17598304108435;-50.782815955791705;SC
-28.138640427013968;-50.794076082045535;SC
-28.139705538179896;-50.85899103320958;SC
-28.09507542978713;-50.875918796714984;SC
-28.054423336667526;-50.8754288586548;SC
-28.0229154296033;-50.88967319356294;SC
-28.01198778091134;-50.92323842481329;SC
-27.97165455141635;-50.92396815810389;SC
-27.94600692627853;-50.99362881731605;SC
-27.903670434442972;-51.05596623055703;SC
-27.867128683741726;-51.054821411578814;SC
-27.82741761692938;-51.09827170387592;SC
-27.83263227016306;-51.12728223858437;SC
-27.803657083307712;-51.13460645672251;SC
-27.77770476696128;-51.18776960248505;SC
-27.75258457351913;-51.26901978983142;SC
-27.730573096271257;-51.272546633220486;SC
-27.718089439675794;-51.310035868260684;SC
-27.67507006832892;-51.31510604450824;SC
-27.678794282330102;-51.3601127781821;SC
-27.660023872703505;-51.377934465103465;SC
-27.62549653323839;-51.38128863056579;SC
-27.62984970789762;-51.43660620391313;SC
-27.600740865598368;-51.47528263668431;SC
-27.563227577290775;-51.48334176730867;SC
-27.556137378936796;-51.501908487686535;SC
-27.563176681958282;-51.58737177129018;SC
-27.541463130319187;-51.631131736140674;SC
-27.50209711808742;-51.61977685551744;SC
-27.479064210644765;-51.69964983816948;SC
-27.51143566022745;-51.717315311052744;SC
-27.488105813732147;-51.75155196085427;SC
-27.493962567618382;-51.80178812632096;SC
-27.483135868725242;-51.84362701697313;SC
-27.491377842313454;-51.902545838219794;SC
-27.428749090997712;-51.93577689848496;SC
-27.41024135805219;-51.99644085865867;SC
-27.378228871065517;-51.996708249585936;SC
-27.346600622120945;-52.047301668936825;SC
-27.33724693539773;-52.110732280969955;SC
-27.30252345649228;-52.12632850105939;SC
-27.314287758872865;-52.161289203134174;SC
-27.276639083027135;-52.18010157332884;SC
-27.323029854444144;-52.20313733701846;SC
-27.32741144498209;-52.22837766999345;SC
-27.283248644109563;-52.26799112708875;SC
-27.319075857364908;-52.29977454056257;SC
-27.288886708054974;-52.352054211232826;SC
-27.303855573675662;-52.37755473336421;SC
-27.26440486419301;-52.43908531443566;SC
-27.226512749064057;-52.43104256676094;SC
-27.235542767085008;-52.479814907531875;SC
-27.265937754124025;-52.479303082671095;SC
-27.26036690191097;-52.53600505349033;SC
-27.246681552311713;-52.58274355137377;SC
-27.265705871129;-52.61788944184423;SC
-27.237688617835317;-52.713781150579564;SC
-27.25827198876118;-52.74343934914657;SC
-27.249187523085652;-52.76300029972401;SC
-27.21319575098306;-52.760521246558255;SC
-27.202333515379337;-52.846691610429446;SC
-27.168933146047834;-52.850481574764785;SC
-27.198884484031623;-52.904347046079295;SC
-27.196959739700162;-52.93769335176671;SC
-27.217627128888807;-52.97094031654234;SC
-27.206700147493734;-52.999977246352785;SC
-27.170488135918617;-52.985144557875;SC
-27.140966665778876;-52.99166362287781;SC
-27.158622491634617;-53.026152577479365;SC
-27.124905518674666;-53.04139386483496;SC
-27.10455044154952;-53.0203310527358;SC
-27.08365039594895;-53.04821350484934;SC
-27.111309932207575;-53.07829215086201;SC
-27.156969744558012;-53.071239913790976;SC
-27.175746869422426;-53.13959420970491;SC
-27.144185684721492;-53.16950175430247;SC
-27.189322410001182;-53.182102440575136;SC
-27.171111661074235;-53.23208570319258;SC
-27.2115049338056;-53.32258175754197;SC
-27.140808893215763;-53.29293691300808;SC
-27.118595517269227;-53.31730724633229;SC
-27.12098828228335;-53.34575120005775;SC
-27.09411465816487;-53.38104060973626;SC
-27.136544201953257;-53.40621463839483;SC
-27.156893874152843;-53.45536999862645;SC
-27.13890834064722;-53.47633931450764;SC
-27.15146764011945;-53.50810396632494;SC
-27.18042928768142;-53.489730545328314;SC
-27.202177816652807;-53.51824902407316;SC
-27.17264580286144;-53.556243856168976;SC
-27.187336443421998;-53.618231940351734;SC
-27.16360146583486;-53.68621906555734;SC
-27.189342381245865;-53.73088947886623;SC
-27.188052608640874;-53.75158950445194;SC
-27.147487368447173;-53.77601167739698;SC
-27.17275975505862;-53.8090033633145;SC
-27.16983531175015;-53.83512525492648;SC
-27.13288633993261;-53.82462963874667;SC
-27.101315451546725;-53.77662169743331;SC
-27.085134530034452;-53.8026830035177;SC
-27.04115509553111;-53.802363469898125;SC
-27.049215353006048;-53.77662867077646;SC
-27.014593099092224;-53.74055610897716;SC
-26.915720439946256;-53.6807278752911;SC
-26.874593071313086;-53.68991011885686;SC
-26.85129924986046;-53.67288771069917;SC
-26.82872988357724;-53.69796890144363;SC
-26.783298608743678;-53.71712385488189;SC
-26.694907281845474;-53.73669353607778;SC
-26.667310884289805;-53.718925464038875;SC
-26.642911677331938;-53.74441548748473;SC
-26.621196151680977;-53.729678959016724;SC
-26.56147388511158;-53.720860764612496;SC
-26.51045397756883;-53.731042226917225;SC
-26.478928370048152;-53.700241077263854;SC
-26.414979750315126;-53.70572103140046;SC
-26.366467769571784;-53.70128003884264;SC
-26.33043024895676;-53.67079345135659;SC
-26.260382923532973;-53.64165556725055;SC
-26.259073397319355;-53.584329571252624;SC
-26.28708303875112;-53.557265037251625;SC
-26.302798865974808;-53.49583471170246;SC
-26.27971574038901;-53.424026762824724;SC
-26.241614021170108;-53.37607191388764;SC
-26.258444031067086;-53.30444719827955;SC
-26.245775202263644;-53.28356928409511;SC
-26.289344721281793;-53.26439978322338;SC
-26.344505437575833;-53.18274749460113;SC
-26.34505963939074;-53.14372541369687;SC
-26.372256786521405;-53.12722388477437;SC
-26.392022133214823;-53.093227957404224;SC
-26.381198304058387;-53.04607367955657;SC
-26.347684105736846;-52.993490687345286;SC
-26.362286494925684;-52.950420293861384;SC
-26.358157323401713;-52.866331928875354;SC
-26.344406535533096;-52.84692853952038;SC
-26.347888497356223;-52.77539133334329;SC
-26.34218496186645;-52.73776323668392;SC
-26.357408354511847;-52.71731748001764;SC
-26.352731073180394;-52.68018652139074;SC
-26.4160624468243;-52.59583217561436;SC
-26.399180189913807;-52.52422930543804;SC
-26.439603572846522;-52.46360560071787;SC
-26.428227287459208;-52.40308939196183;SC
-26.43864075057013;-52.37962252026307;SC
-26.440697438935615;-52.30435556385817;SC
-26.461236523646562;-52.27696425669501;SC
-26.46704311424827;-52.2298118053705;SC
-26.445116680490344;-52.186343010421524;SC
-26.46498056679968;-52.16669461606358;SC
-26.47496336796496;-52.11163252661976;SC
-26.525111014061963;-52.08135391185351;SC
-26.53975975700712;-52.034311193107044;SC
-26.566560602589675;-52.008767537691654;SC
-26.57928359306328;-51.9002917324774;SC
-26.597581346901563;-51.87792263082463;SC
-26.578600450949978;-51.820561546877855;SC
-26.588051860704752;-51.78393693174394;SC
-26.5729932607303;-51.73763583352678;SC
-26.580507245712795;-51.692686937052486;SC
-26.565412441730643;-51.65845093925941;SC
-26.587244415197574;-51.632479220039954;SC
-26.59179788056764;-51.53560736358884;SC
-26.58741621628525;-51.49542970781465;SC
-26.64065822629607;-51.45488299185655;SC
-26.688178098340472;-51.43534600551362;SC
-26.70061995894389;-51.40731763120368;SC
-26.66324744151609;-51.391129716563114;SC
-26.648593131767598;-51.34703250864334;SC
-26.655912150924905;-51.294489707134176;SC
-26.624671730116233;-51.23614091936787;SC
-26.554576962756585;-51.2280608408351;SC
-26.498304167303388;-51.27317435191475;SC
-26.462050985664405;-51.25319690731135;SC
-26.434120708503826;-51.29287639892664;SC
-26.40421192553987;-51.29169504948692;SC
-26.376347405908007;-51.253262353674586;SC
-26.329866407308714;-51.24795121397722;SC
-26.27877458367999;-51.148403000298174;SC
-26.27267361259709;-51.10180815022591;SC
-26.231237315149883;-51.07737405047203;SC
-26.243901682416663;-51.05684568028386;SC
-26.23034436030389;-51.00107485312185;SC
-26.261335565483876;-50.97130742739574;SC
-26.24383853741847;-50.94356426048216;SC
-26.24943753661296;-50.90949891174529;SC
-26.283687040424468;-50.90928652335435;SC
-26.266383148963087;-50.84687301937424;SC
-26.231286866895346;-50.79993923011125;SC
-26.222043543174948;-50.762658374284456;SC
-26.24677286337686;-50.74592959027831;SC
-26.244579673213252;-50.715617688005864;SC
-26.203382219513742;-50.72987253419001;SC
-26.188537794883246;-50.70399393707049;SC
-26.148352158525256;-50.67882136081704;SC
-26.132499605572264;-50.65018262742626;SC
-26.10081019823201;-50.65615786699186;SC
-26.062133894963154;-50.62576960778114;SC
-26.070395946815438;-50.594801084402434;SC
-26.059378097021465;-50.55352872886766;SC
-26.02714959557727;-50.593154834927645;SC
-26.001952832057498;-50.57023061055412;SC
-26.03826265659626;-50.550868760884555;SC
-26.026129671746844;-50.51330374447218;SC
-26.026347715074962;-50.460891280807914;SC
-26.06298737316871;-50.42953813627594;SC
-26.058523573803768;-50.40807735168835;SC
-26.07919170313454;-50.371687073799364;SC
-26.112407346321845;-50.36742886485018;SC
-26.133949684130528;-50.32170255213106;SC
-26.08537476793117;-50.332012684038034;SC
-26.05473599896709;-50.29879222048453;SC
-26.0384218482896;-50.255185050449654;SC
-26.064946771076507;-50.19345427039815;SC
-26.0777939750119;-50.1831513474566;SC
-26.02658342288663;-50.14016319067861;SC
-26.05078485633595;-50.12423656326666;SC
-26.027624063499673;-50.03919024673246;SC
-26.013328245102343;-50.01094001506959;SC
-26.030203930666744;-49.93083903719179;SC
-26.03346971795304;-49.86943942079262;SC
-26.054731908850385;-49.86381128536249;SC
-26.075173541225922;-49.82820927493805;SC
-26.093927097557412;-49.824179894886186;SC
-26.11853885028762;-49.77999009546642;SC
-26.1246122229756;-49.748568157294585;SC
-26.18978594506524;-49.67283968950005;SC
-26.186854172282096;-49.65398571666742;SC
-26.215852037341506;-49.62211200856228;SC
-26.233373239183607;-49.54984606464404;SC
-26.214445882571283;-49.49121213333319;SC
-26.183604209466637;-49.484797182843636;SC
-26.161957875855194;-49.452362930904485;SC
-26.156661215242764;-49.38071067895464;SC
-26.109979943019937;-49.32170419988887;SC
-26.11128584496572;-49.300247258104434;SC
-26.030369461681232;-49.23708218799254;SC
-26.000701210492423;-49.16750213861275;SC
-26.001104032125284;-49.07376200930918;SC
-26.015747381836093;-49.02016093957559;SC
-26.009305450785803;-48.99425182036515;SC
-25.98079983234635;-48.96047839516166;SC
-25.983671319075995;-48.68203231593861;SC
-25.96873017955403;-48.63864664982299;SC
-23.722294000367697;-45.32890000013481;SP
-23.735321000363854;-45.275699000108716;SP
-23.779067999688323;-45.230750000212254;SP
-23.805939999631164;-45.241305999572205;SP
-23.83918162153452;-45.241797548318175;SP
-23.838792122458415;-45.27276181520551;SP
-23.85198749352793;-45.28631953841585;SP
-23.892050468654077;-45.261904695844976;SP
-23.908545021535417;-45.23856929693545;SP
-23.949240357656265;-45.235682337369894;SP
-23.96376413530652;-45.26773939295856;SP
-23.914732677371035;-45.29915783546568;SP
-23.912009765837922;-45.32443197665435;SP
-23.92815100026837;-45.357030999680774;SP
-23.93946200027102;-45.43177999964723;SP
-23.91415200041439;-45.460421000228905;SP
-23.891232000156663;-45.46173699976271;SP
-23.809713000054785;-45.365998999554165;SP
-23.765898000292395;-45.349247000448656;SP
-23.74153813237882;-45.34857176427539;SP
-23.722294000367697;-45.32890000013481;SP
-24.034842000158108;-46.278114499784294;SP
-24.016748000319865;-46.300550000182284;SP
-24.02426699992202;-46.317892000415384;SP
-23.975481000247896;-46.32213199989178;SP
-23.970247999945116;-46.358470000190266;SP
-23.99862850290299;-46.39209412804155;SP
-24.02343500022505;-46.39123899958014;SP
-24.01371199970896;-46.417304000079525;SP
-24.02223599979152;-46.45079500038884;SP
-24.049777000008476;-46.52145099956391;SP
-24.096833738286364;-46.62214810704944;SP
-24.2021020331822;-46.81632906853167;SP
-24.27291568081398;-46.930319154105575;SP
-24.311097838994044;-46.98015318232348;SP
-24.333690546281616;-47.00197848371994;SP
-24.35153200030146;-46.99888100005802;SP
-24.374462000121184;-47.017884000446145;SP
-24.409080000241715;-47.004058999623055;SP
-24.432460000128856;-47.055753000300626;SP
-24.4968759264828;-47.15281129520508;SP
-24.52870027799537;-47.188596155787934;SP
-24.57582583329554;-47.25078922963917;SP
-24.645179101534268;-47.36695240552899;SP
-24.69168538906939;-47.435597213940184;SP
-24.750052158780022;-47.55209268123224;SP
-24.79220500095994;-47.616766920756675;SP
-24.895366191496464;-47.749828937955044;SP
-24.97493769621758;-47.84188619739007;SP
-25.00434585447755;-47.868052383310726;SP
-25.05156600766503;-47.88638793025871;SP
-25.053386579027347;-47.90993429842905;SP
-25.10829158748669;-47.89524184303656;SP
-25.118240593028872;-47.908442059653225;SP
-25.16135843834121;-47.92458436877354;SP
-25.2428177666265;-48.02904942249279;SP
-25.21846778855752;-48.0322503209955;SP
-25.240085182884798;-48.062106086226834;SP
-25.241253419309828;-48.09858210278179;SP
-25.250870527352845;-48.11299959945188;SP
-25.228127439030004;-48.15123822156659;SP
-25.210933415044963;-48.161463034791154;SP
-25.204998796956886;-48.1825203358448;SP
-25.18205844054455;-48.17839463750249;SP
-25.149906970530196;-48.15850208530287;SP
-25.133835750119715;-48.18164150575086;SP
-25.07667156104361;-48.216054291372416;SP
-25.040804044670836;-48.215254892099495;SP
-24.978711800109465;-48.249324554884254;SP
-24.99753479759272;-48.26958577696195;SP
-25.039192281498515;-48.28462769181448;SP
-25.04412409525071;-48.30724799479907;SP
-25.036489086701863;-48.35122774856171;SP
-25.019962160924877;-48.35474836864222;SP
-24.995906829536466;-48.379949577510956;SP
-24.980399627940415;-48.411868159088215;SP
-25.012552389381142;-48.47404930073458;SP
-25.03698819335034;-48.48088236313049;SP
-25.100819829271643;-48.530221573566735;SP
-25.086552562550594;-48.55600785797617;SP
-25.06397253750248;-48.557938538732515;SP
-25.053127411500782;-48.579632849376424;SP
-25.019705699458427;-48.588869472248234;SP
-25.010505666403333;-48.60083133319944;SP
-24.985919056918874;-48.58659642498492;SP
-24.972266873417425;-48.567370899947036;SP
-24.92473111215105;-48.57158920058106;SP
-24.867496335287626;-48.54973009187012;SP
-24.848766385260376;-48.567748687152175;SP
-24.806203798466413;-48.555753978463315;SP
-24.78104820680926;-48.51830995863759;SP
-24.745975736990545;-48.50189683307235;SP
-24.706237449498587;-48.5647292601472;SP
-24.690638552127382;-48.572202809811756;SP
-24.669102572525617;-48.601168274995814;SP
-24.668673218194385;-48.61661971592713;SP
-24.701792470246176;-48.67500892282345;SP
-24.679301951124103;-48.67147322560879;SP
-24.680382053089204;-48.703812020808016;SP
-24.69324972559434;-48.7447498096559;SP
-24.69568792166018;-48.77712193283088;SP
-24.67414259090782;-48.811923938738744;SP
-24.66497680763348;-48.84040088499279;SP
-24.67416858940885;-48.96220206996952;SP
-24.654371074865196;-49.010305694652004;SP
-24.660419709002326;-49.037399730013476;SP
-24.682379333139636;-49.054207746989846;SP
-24.67341647469044;-49.07467487604464;SP
-24.68835230911168;-49.111594637882206;SP
-24.67555987119107;-49.13482333762681;SP
-24.67275035134753;-49.18565087928454;SP
-24.695921454011852;-49.204342528085135;SP
-24.693021526222424;-49.2781328210728;SP
-24.663532670896018;-49.31201543476442;SP
-24.63206640424113;-49.31407124719021;SP
-24.59694868143646;-49.30359706635147;SP
-24.555508879331285;-49.31598936261895;SP
-24.53592531620029;-49.279905463965974;SP
-24.50030991127329;-49.295674078695754;SP
-24.49274372784072;-49.27287461187382;SP
-24.455744820267114;-49.25354982146706;SP
-24.434152310180934;-49.252662148339425;SP
-24.404472846244744;-49.23785027826767;SP
-24.392717698063223;-49.24767589322778;SP
-24.345106569112772;-49.201111832345134;SP
-24.332175213814992;-49.24470221833269;SP
-24.31936431910799;-49.25043659607201;SP
-24.302598895822314;-49.28690030990134;SP
-24.25143097246132;-49.30537406735925;SP
-24.220800431394707;-49.350677247257124;SP
-24.20427521522896;-49.34281795318594;SP
-24.137581853819427;-49.33656625752673;SP
-24.1068924386351;-49.40870824968596;SP
-24.08560133273528;-49.431843833625976;SP
-24.068708755204796;-49.42978620097227;SP
-24.049485219467215;-49.45754013996543;SP
-24.02743577733918;-49.463443070441315;SP
-23.993378625023468;-49.492269897937376;SP
-23.92589979933615;-49.5116045907792;SP
-23.92126352708999;-49.55701046066417;SP
-23.888879888995632;-49.58704193183962;SP
-23.84062243617643;-49.60761983488737;SP
-23.82704728410482;-49.57267849521634;SP
-23.811930716529275;-49.56006893893027;SP
-23.736778604449;-49.56732363857503;SP
-23.704016460591163;-49.54919910945125;SP
-23.652116067302586;-49.60213384360196;SP
-23.611113667561597;-49.620958322268734;SP
-23.583973603099196;-49.60284861487162;SP
-23.566787319579078;-49.60789471267083;SP
-23.53562438435779;-49.60020622233924;SP
-23.5233030445998;-49.624216892495554;SP
-23.49332520989043;-49.62137933988453;SP
-23.478423636041896;-49.60328941397523;SP
-23.45252504069805;-49.603260771467376;SP
-23.42895476584971;-49.58178997562675;SP
-23.40847382680556;-49.602518703974965;SP
-23.36709144731242;-49.59541211457736;SP
-23.354653409727007;-49.61180665115597;SP
-23.299475698044944;-49.63088028969355;SP
-23.286650121006176;-49.62580288739326;SP
-23.212036976225363;-49.653751561984905;SP
-23.174942584932296;-49.677707990431315;SP
-23.14309380153759;-49.72813016177753;SP
-23.10943814525416;-49.72555095201477;SP
-23.09775741057598;-49.751381968702844;SP
-23.10334554955739;-49.78917906056512;SP
-23.065942950706585;-49.83365890303588;SP
-23.07169185429558;-49.867415280690636;SP
-23.05111864211159;-49.91160219868249;SP
-23.03642073233084;-49.91627269103179;SP
-22.999311802597504;-49.90167016964256;SP
-22.978420489413963;-49.95450191613048;SP
-22.956514829096022;-49.973938993189904;SP
-22.930862996929704;-49.96137770261885;SP
-22.89750476353396;-49.986164924771344;SP
-22.911250487320103;-50.01463398576976;SP
-22.905268515429555;-50.0527393607328;SP
-22.9281236511855;-50.071549789291225;SP
-22.922504723913846;-50.09282580906381;SP
-22.939791236875976;-50.11540977224308;SP
-22.93561842574968;-50.152993070973366;SP
-22.95400409011654;-50.18508212444044;SP
-22.950977767110203;-50.243248311160585;SP
-22.93779840846969;-50.24761114633725;SP
-22.931603237899026;-50.27556904617444;SP
-22.951265709344966;-50.32331336921658;SP
-22.948072768943007;-50.34018659693385;SP
-22.916058815162103;-50.35924948947229;SP
-22.905405571210053;-50.379074598813645;SP
-22.912771656386724;-50.416426447122774;SP
-22.94418555012294;-50.425712601954956;SP
-22.945201243542442;-50.45942502794264;SP
-22.936934536799413;-50.48273945016541;SP
-22.94463884440711;-50.511019185886596;SP
-22.91212892081296;-50.54049350277285;SP
-22.905271902276354;-50.58099395850428;SP
-22.92317853286295;-50.60380838554846;SP
-22.895669204969806;-50.66354613664487;SP
-22.90619714907905;-50.682082881719566;SP
